"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YLR328W",364.098751456083,-0.544913903094087,0.23420178820033,-2.32668549322938,0.0199820105166665,0.0506819837638212
"YIL153W",200.977988304983,-0.542193988409778,0.260782985779796,-2.07910031702606,0.0376081309782049,0.0857333376482102
"YLL051C",364.455671307273,-0.541683020227297,0.240627019772577,-2.25113131825036,0.02437722135481,0.059902092059402
"YJL149W",341.363456753042,-0.540713318985954,0.247831996568816,-2.18177364695447,0.0291262424312227,0.0693469817605031
"YOR230W",3008.82546230981,-0.539076280077464,0.199469517449598,-2.70254967761517,0.00688099010739167,0.020661968086138
"YJR101W",295.718978211827,-0.538328832980777,0.244076940382713,-2.20557022771868,0.0274141055785102,0.0660221019202561
"YLR093C",327.489458990261,-0.537650328584755,0.229187647664795,-2.34589574989273,0.0189814157394682,0.0485060802590356
"YBR236C",260.872908921119,-0.536703694295389,0.251829880668436,-2.13121529848169,0.0330714092400308,0.0772518571508968
"YLR027C",1514.03953936186,-0.536357500978377,0.183194674227038,-2.92780073024206,0.0034136875331063,0.0113469638172567
"YPL215W",331.14992912423,-0.536317519575331,0.230788382678217,-2.32384972480659,0.020133549608749,0.0509949896471249
"YOR059C",259.63732687407,-0.534565686846555,0.258356729348012,-2.06909914131358,0.0385367843053376,0.0872935851200496
"YML019W",384.322294738462,-0.534195083550906,0.223434461181707,-2.39083568723302,0.0168100741554561,0.0437593026603017
"YGL223C",379.797719498449,-0.531879715163135,0.221330571032476,-2.40310099360424,0.0162566970389344,0.0425223273197332
"YNR030W",368.536377515975,-0.530619179233489,0.231107223339869,-2.29598699497659,0.0216766249783998,0.0543417502968716
"YHL025W",381.07651245326,-0.530611704125711,0.24096715537126,-2.20200841607726,0.0276647139833598,0.0665078314065033
"YLR108C",232.691244221226,-0.529640846349623,0.262663970325879,-2.01641986029723,0.043756090488133,0.0969228595008013
"YDR105C",279.012123561427,-0.526437804275657,0.23985578612507,-2.19480969285916,0.0281772519024487,0.0675906024903026
"YER024W",229.61440757734,-0.524587311346916,0.253982477935101,-2.06544685921586,0.0388807387160065,0.0878679334491494
"YPR127W",281.428441408852,-0.523238570572387,0.237522850930696,-2.20289782023986,0.0276019513011992,0.066386294195454
"YHR111W",324.358403362405,-0.522589732829881,0.238864165678711,-2.18781135020814,0.0286833467718825,0.0685890251132686
"YOL129W",335.716883602023,-0.52140809137327,0.226119346118888,-2.30589774967387,0.021116346411196,0.053236296608291
"YOR303W",799.721632079247,-0.521190878663794,0.2017885307309,-2.58285679952168,0.00979859844107998,0.0280004089976841
"YJL201W",541.128167905318,-0.520618003787624,0.250858702774188,-2.07534360191706,0.0379547011366015,0.0862145634005176
"YBR110W",421.197081117081,-0.518939548781011,0.225297594181106,-2.30335148791629,0.0212590748906643,0.0534969223764149
"YLR257W",1212.4523270482,-0.518670289140871,0.185967416478997,-2.7890385260014,0.00528647759598738,0.0164744212991286
"YBR199W",670.106835150296,-0.518193568232081,0.202910696869949,-2.55380113629103,0.0106554094222427,0.0300384222074421
"YIL106W",364.545951658076,-0.515726003545952,0.221650280245866,-2.3267554770239,0.0199782833130619,0.0506819837638212
"YIL076W",819.32504431048,-0.515487704343762,0.192201022534648,-2.68202373507578,0.00731782675974892,0.0218410219097226
"YDL072C",590.199089940326,-0.514881670398777,0.202247326709655,-2.5458021066352,0.010902697677178,0.0305770345376451
"YDR351W",395.965836950578,-0.513466668421458,0.219639143179534,-2.3377739549901,0.0193989773860143,0.0494569334388868
"YPL270W",328.138434769184,-0.512660306453265,0.241259763189929,-2.12493082010397,0.033592385828059,0.0782000831048737
"YIL116W",449.427982097031,-0.508389057678161,0.230023206591841,-2.21016420565017,0.0270937681799615,0.0654244721858928
"YDR174W",1123.96001259004,-0.507788270030147,0.193801441264492,-2.620147026343,0.00878918646200908,0.0255318354596182
"YKL213C",519.878141567168,-0.500514925857337,0.225472591988216,-2.21984819282823,0.0264290742536386,0.0639898957218553
"YJR104C",1293.10422881061,-0.499358634730919,0.214103500304164,-2.33232354455443,0.0196836768241516,0.0500888322740929
"YPL091W",897.243466898247,-0.498944379318525,0.194068539742587,-2.57096992629679,0.0101414133216313,0.0287834058679703
"YOL060C",297.860136262528,-0.498479182902215,0.238087112482514,-2.09368402054448,0.0362881373257569,0.0833339910377813
"YOL049W",560.587717630991,-0.497509366677568,0.205355426289504,-2.42267455828605,0.0154067218959259,0.0406905068820034
"YBR130C",373.105940754442,-0.496630776244139,0.235120684769824,-2.11223770775559,0.0346660657581477,0.0802529014869336
"YML067C",435.718434898201,-0.495361556434292,0.216713103094365,-2.28579421069243,0.0222663005374441,0.0555941883942246
"YBR096W",277.23511829521,-0.492485006547235,0.243636467152751,-2.02139282473861,0.0432391168850362,0.0960123795920077
"YOR076C",283.030765196212,-0.492323952778577,0.239773069203161,-2.05329128252277,0.0400443358297101,0.090095613670651
"YEL021W",395.613260109735,-0.49035458595755,0.242138679269678,-2.02509812738933,0.0428572891657276,0.0952423124165208
"YNL031C",2781.64645054932,-0.490162875801361,0.177247817200917,-2.76540994152692,0.00568513006943877,0.0174961727886859
"YER090W",943.159626703179,-0.489277656645616,0.201066929848426,-2.43340691089508,0.014957480980423,0.0397550252060314
"YGL155W",305.832152816134,-0.483146324423521,0.232052290141499,-2.08205798843404,0.0373371733089906,0.0853107346446601
"YGL012W",1600.4723738336,-0.48224671072041,0.182567587900134,-2.64146947586448,0.00825472450774029,0.0241469563599202
"YPR106W",351.966597374928,-0.479823650516443,0.232463782985294,-2.06407916258851,0.0390102112888579,0.0880969804770802
"YLR206W",448.282576887569,-0.479536559537549,0.23322907409826,-2.05607539022138,0.0397752499492029,0.0895272389171214
"YNL001W",299.160715506687,-0.479484174609715,0.239405314223689,-2.00281341358073,0.0451973195667082,0.0995072970865422
"YGL112C",589.990032690688,-0.47914642489179,0.211776845759903,-2.2625061921784,0.0236661466972357,0.0583128707474253
"YEL071W",4683.49635792896,-0.477881301822647,0.182931476504644,-2.61235141679139,0.00899217701248584,0.0260150381020762
"YIL044C",293.591230694625,-0.477777334939074,0.235395041898006,-2.02968308544956,0.0423887633169293,0.0942781574304546
"YDR251W",484.044166797065,-0.477640927217723,0.233379109290929,-2.04663103166744,0.0406943255983261,0.0911121383498741
"YHR188C",650.946484989159,-0.476699900872904,0.212358716794097,-2.24478612448535,0.024781865957825,0.0606497691623098
"YMR091C",397.313220023758,-0.470541582243416,0.226832927226533,-2.07439716974377,0.0380424399629554,0.0863417314351215
"YGL124C",385.223835582565,-0.470378158675479,0.220913834030006,-2.12923812915939,0.0332345637658774,0.0775663338020779
"YMR086W",340.433116011201,-0.469107346752011,0.229636192344674,-2.04282844948022,0.0410694232309367,0.0917942965597344
"YOR247W",989.955581878898,-0.469087789089854,0.224357743957912,-2.09080275463036,0.0365457490867604,0.0838547609847271
"YOL111C",315.600873683036,-0.467725811920213,0.22994287660574,-2.03409567986825,0.0419419494723151,0.0934755414878891
"YKL161C",574.975655734088,-0.466846292247106,0.223499990656143,-2.08879781550127,0.036725927145171,0.0841971297704215
"YER177W",4272.94554400321,-0.465708066572745,0.196799520752975,-2.36640853997458,0.0179616116144853,0.0463574959466403
"YLR429W",996.785902926027,-0.465294180639244,0.190622368295852,-2.44092120352367,0.0146498508709507,0.0391286291926472
"YPL048W",1879.90353390127,-0.464528641754797,0.214174727063636,-2.16892370133277,0.0300884770003374,0.0712946134761807
"YPR113W",545.90955995794,-0.454717699239351,0.210698974186801,-2.15813912238704,0.0309170168360356,0.0728136585337209
"YOR136W",1419.209377849,-0.453893173302567,0.186310737501996,-2.4362158584537,0.014841824758598,0.03952489864704
"YMR276W",880.360919574747,-0.450552470262829,0.191797095147046,-2.34910997957191,0.0188183475024885,0.0481962506892828
"YLR194C",760.836284223689,-0.448645418918307,0.196330194012297,-2.28515751830921,0.0223035931547328,0.0556617437243859
"YJR105W",1575.3627406986,-0.447150971919465,0.181021123968738,-2.47015907379233,0.0135052981846379,0.0364294700039984
"YER021W",1144.88258430609,-0.435686596395346,0.207054787469826,-2.10420923717515,0.0353601991290128,0.0816859655325282
"YDR264C",656.32640630672,-0.430051728704018,0.210116185340527,-2.04673299206841,0.0406843080385365,0.0911121383498741
"YFL018C",1133.88208438122,-0.427182888891959,0.198416162810866,-2.15296416804088,0.031321494721878,0.0736386892769444
"YNL067W",4661.00499052818,-0.415767565394094,0.174041275810418,-2.38890207772888,0.0168988057914211,0.0439482094183395
"YDR483W",1541.31902377882,-0.409050692053225,0.179760436691583,-2.2755323673086,0.0228740132953098,0.0567726537197145
"YDR224C",1985.55874334803,-0.405858859483029,0.200263181287355,-2.02662744531491,0.0427005275860999,0.0949327346742483
"YNL037C",760.176588324083,-0.399312546562922,0.195279561475009,-2.04482508843622,0.0408721054030476,0.0914660531612233
"YDL029W",894.111327590688,-0.396449066811836,0.190035176209177,-2.08618780333307,0.03696161461527,0.0845993862115281
"YER120W",1123.21137431632,-0.377888217099926,0.186026517959735,-2.03136746978041,0.042217731781236,0.0939677657033811
"YBR118W",72473.4380604786,0.339584526901599,0.168689992605926,2.01306859793928,0.044107413232866,0.0976226173810213
"YEL046C",1230.60137925196,0.369769943266811,0.182855782223507,2.02219442431871,0.0431562700778014,0.0958675640045277
"YDR025W",5216.60925157183,0.371048488599347,0.182504250052674,2.03309505664803,0.0420429203385736,0.0936238332519097
"YJR007W",1402.17475774162,0.374240661312854,0.181047627198647,2.06708404359386,0.0387262353693462,0.087620050566538
"YNL064C",1916.45406416385,0.375008616897081,0.180435657274019,2.07835093441411,0.0376770483512559,0.0858348508312232
"YKL180W",6397.10920924952,0.375239113225749,0.178601626623726,2.10098373861004,0.0356423937408913,0.0821855427596879
"YJR123W",16536.7383707087,0.388329479113776,0.167476411543206,2.31871148620589,0.0204106853051876,0.0516488165144766
"YOR007C",1619.22819542252,0.393510613362019,0.17996137828472,2.18663925066989,0.028768869614322,0.0686463856791062
"YGR214W",7728.52456057839,0.400185738704066,0.178835229767467,2.23773436153723,0.0252383830645712,0.0615730493966524
"YBR127C",1894.47255893302,0.400747582477567,0.189841137645486,2.11096281579356,0.0347755080907006,0.0804720055307361
"YLR150W",9311.19659969399,0.400925275031965,0.166193683260544,2.41239779494765,0.0158479800209408,0.04167375017112
"YJL158C",4052.23177135696,0.406172482997779,0.169408011215294,2.39759902783813,0.0165029194618767,0.0431041671631536
"YIL109C",1354.34298906863,0.408523492774117,0.198317960568842,2.05994198206927,0.0394040876150608,0.088817715567679
"YBR015C",872.487958432877,0.409909430347935,0.200620545982918,2.04320763030342,0.04103188873101,0.0917858539363358
"YDR349C",652.602012764225,0.411211919234924,0.204295879817224,2.0128253178812,0.0441330094407068,0.0976226173810213
"YGR178C",932.983890611229,0.411311307195587,0.195806450379485,2.10060141736107,0.0356759695271913,0.0822058992749434
"YML085C",1304.80291921426,0.413773957195095,0.18190782173802,2.27463532486802,0.0229278151913461,0.0568387443352884
"YNL085W",769.667562165137,0.417658018580759,0.192909066638251,2.16505126409618,0.0303837596246353,0.0718065557752138
"YER102W",6931.18149363047,0.420657921629293,0.176403160429893,2.38463937156315,0.017095870953297,0.0443821306226066
"YDR072C",1068.0569458322,0.422589979429854,0.202999266924019,2.08173155417367,0.0373669967389467,0.0853430190115045
"YGR055W",853.406662999826,0.423497841450171,0.19194222656241,2.20638183183976,0.0273572760353168,0.0659436467553426
"YCL050C",1110.02278631782,0.423982175896391,0.196401445452726,2.15875282851951,0.0308693478788986,0.0727644186239492
"YKL150W",751.328635203289,0.430638191191742,0.205318894515244,2.09741140584492,0.0359571722771694,0.0827837014577675
"YJR006W",483.815757500237,0.431526226778261,0.209346279534429,2.06130353851019,0.0392740908476349,0.0886192971076508
"YML073C",6182.19536303908,0.432340615658588,0.179611243922652,2.40709103849184,0.0160801608030448,0.0421619645356594
"YKL080W",1953.26046287931,0.43433518985823,0.198768443737794,2.18513151127341,0.0288792053958423,0.0687889263874685
"YGL123W",13995.0037981924,0.435309992804201,0.173905499151158,2.50314104458439,0.0123096476980145,0.0336889100059399
"YIL048W",393.030308543505,0.435779942364087,0.216873982099354,2.00936939574636,0.0444979733508522,0.0981663201143749
"YEL037C",839.773144804466,0.436577042219574,0.19811379506228,2.20366805896747,0.027547697048001,0.0662851223659422
"YKL081W",9730.97168107492,0.437228638489656,0.174590188836131,2.50431391021655,0.0122689126602721,0.0335943338603021
"YER082C",540.429550052441,0.438045831133792,0.206405492575387,2.12225859723089,0.0338160282375364,0.078687018209552
"YDR293C",694.683992390416,0.438066069394218,0.197648149035843,2.21639348271749,0.0266645656548055,0.0645313342371305
"YBR249C",2543.12604771282,0.438391438651137,0.176659725689487,2.48155847033122,0.0130809247581197,0.0355137637716699
"YKL212W",1187.89891257563,0.440034306810417,0.190644244446261,2.30814367403813,0.020991146752535,0.0529697707843552
"YPL190C",714.397727909901,0.440511970366146,0.210123508209589,2.0964430592257,0.0360429060621473,0.0829108812038735
"YGL103W",10386.511739844,0.442512133003204,0.2128478507098,2.07900681884983,0.0376167237272213,0.0857333376482102
"YHR068W",969.805325761352,0.444739910637895,0.197304950714396,2.25407375247095,0.024191528589254,0.0594726638645403
"YER167W",423.411011078697,0.445506835664384,0.215708267694258,2.06532109513688,0.038892628873134,0.0878679334491494
"YDR148C",471.923220102794,0.447075959570801,0.20857859291701,2.14344124830052,0.0320776839483751,0.0752214080686777
"YDR208W",501.119438594379,0.44799202147054,0.214020758093706,2.09321761805176,0.0363297327218881,0.0833942957119577
"YBR069C",1142.55093832494,0.448558812296001,0.185038686034034,2.42413530872944,0.0153448869341094,0.0405481223941387
"YDR527W",405.216665726319,0.449732494472666,0.219663922419546,2.04736621980965,0.0406221405112366,0.0910941031340637
"YIL128W",423.237011988932,0.450509862779609,0.214439251102089,2.10087407256023,0.035652021951104,0.0821855427596879
"YEL055C",726.259695280516,0.450818940703118,0.205001935121352,2.19909602529486,0.0278710951050858,0.0669743770134586
"YOL004W",556.210574292719,0.451168289045064,0.202581433783292,2.22709594171247,0.0259408623876322,0.0629760757428322
"YFL062W",563.334279273948,0.451801779672092,0.206319448100184,2.18981673241346,0.0285375307392774,0.0683342545839676
"YIL018W",11444.2002117573,0.45219861906071,0.194209016298093,2.32841207725715,0.0198902329673138,0.0505434985403048
"YOR165W",552.183055960093,0.452778416385604,0.207064761791426,2.18665123156823,0.028767994312472,0.0686463856791062
"YOL128C",448.234445170908,0.455023921216442,0.221925115924151,2.05034891756893,0.0403303942014094,0.0905518925133214
"YIL068C",494.281444540958,0.455271685003323,0.219364615683843,2.07541076569741,0.0379484812757225,0.0862145634005176
"YML010W",450.456524631588,0.458160826743342,0.216762595475103,2.11365261492251,0.0345449484565803,0.0800065714254189
"YIL069C",2663.52412370179,0.46090837451028,0.175171947862932,2.63117685299093,0.00850897442000483,0.0248306194084384
"YPR132W",4211.17674538681,0.462218930755211,0.21332991594358,2.16668594608857,0.0302588089301463,0.0715423491139719
"YJR075W",612.250033310596,0.463236253244662,0.20424856438174,2.26800249317236,0.0233290547183476,0.0575605261154148
"YML002W",358.250845580614,0.464805219163659,0.221190296024214,2.1013816045202,0.035607481434015,0.0821525176233234
"YLR333C",1045.78553669879,0.464821905797557,0.21868638508605,2.1255182649558,0.0335433916541009,0.0781529407947732
"YGL116W",396.101860015988,0.465689594535767,0.229265114846424,2.03122744970474,0.0422319270649252,0.0939677657033811
"YKR090W",388.359514476779,0.46643963179682,0.231923618716638,2.0111777936973,0.0443066804585044,0.0979026827830638
"YKL173W",334.379598051006,0.467892237045935,0.225004956716081,2.07947524301137,0.0375736909856035,0.0857071021726978
"YCR084C",755.464419995541,0.468149956958326,0.224500095850318,2.08529958611001,0.037042114979667,0.0847077465346633
"YKR057W",2044.88754709171,0.470256679738721,0.227409318674547,2.06788658652867,0.0386506890230514,0.0875031002944851
"YLR414C",643.554957889068,0.470385112602911,0.212778447999142,2.21068024993211,0.0270579871430656,0.065367096438912
"YJR145C",11200.0284374394,0.470813294533218,0.19316503878015,2.43736287635918,0.0147948242494209,0.0394307528930604
"YOL030W",1128.37702409214,0.471030533832368,0.206191813354311,2.28442888284303,0.0223463377310071,0.0557178837695085
"YGL040C",1019.28935061328,0.471600377127553,0.191387534593552,2.46411229513504,0.0137353071090605,0.0369948489643739
"YIL143C",503.058078329334,0.473602800222972,0.206448571393575,2.29404736020232,0.0217877785048869,0.0545496959068024
"YNL069C",8274.24438448948,0.47386082394511,0.190669572824239,2.48524616133649,0.0129461878778603,0.0352535651876837
"YGL031C",4448.88463865498,0.475292905895128,0.187936027184817,2.52901433011416,0.011438335692183,0.0317758154375874
"YPL086C",628.103555749415,0.476563202664308,0.203438561393285,2.34254115542541,0.0191529214984747,0.0488983977036175
"YHR098C",767.068450087552,0.476883696734988,0.196182893312652,2.43081182402071,0.015065036514642,0.0399586759563237
"YNL329C",307.033497601532,0.476956813342382,0.231547108710557,2.05986944081689,0.0394110238442092,0.088817715567679
"YBR039W",514.353322142874,0.47728938649157,0.216059384709552,2.20906574890597,0.0271700680459979,0.0655795961092484
"YPL235W",664.432790519166,0.480489151250218,0.19757690454458,2.43190950054491,0.0150194595451927,0.0398807719759561
"YOR096W",7169.67791887409,0.481086687300023,0.184342093368553,2.60974950706561,0.009060854331222,0.0261609623906671
"YER122C",914.628415304735,0.483278667122007,0.191578112354949,2.52261942234093,0.0116484390648184,0.0321831925741853
"YOR014W",513.421349070692,0.483310141947205,0.216159207386172,2.23589893667478,0.025358391989544,0.0618380877305561
"YCR053W",2254.70377264759,0.484771106779224,0.186606721314596,2.59782232582052,0.00938170235626903,0.026950711787317
"YOR181W",339.862391188366,0.484984829945645,0.232401668554115,2.0868388465667,0.0369027043222179,0.0845311314676584
"YBR025C",4353.37535320581,0.485696126632415,0.174447510179276,2.78419638166962,0.00536605337675614,0.0166651046617932
"YNR003C",366.059613281649,0.485861668334088,0.222880196698144,2.17992300586539,0.0292631692843744,0.0695997910605545
"YPR199C",260.405170564244,0.486226415703882,0.24092452797922,2.01816900828719,0.0435736626464453,0.0966368586751099
"YNL197C",300.210420459218,0.486238007188155,0.232837984919799,2.08831049347742,0.0367698354991222,0.0842622694665935
"YER095W",496.169126809945,0.487325115032963,0.207816554292027,2.34497736088996,0.0190282349471377,0.0486028847545959
"YOL041C",687.33606041212,0.488711154028507,0.200781141002179,2.43404909240556,0.0149309698746949,0.0397144443634743
"YKL139W",288.318306508344,0.490685021080132,0.238443639479426,2.05786584264275,0.0396030134312195,0.0892134163376022
"YOR254C",1199.59911747838,0.491843604508304,0.188950893416155,2.60302343966717,0.0092405635792438,0.0265873993354115
"YGL137W",1166.2193310636,0.492472073704412,0.187631622049128,2.62467524570814,0.00867316471469461,0.025275814425782
"YEL022W",507.797608989429,0.492646530919856,0.215665962355056,2.2843035847669,0.0223536953738296,0.0557178837695085
"YMR142C",9105.99422540252,0.493230028657165,0.182303610395296,2.70554174756976,0.00681930761645498,0.0204993890648326
"YPR105C",423.029975036902,0.495691394598326,0.236621132280209,2.09487373262725,0.0361822184529541,0.0831488752436209
"YKR094C",5241.91627008523,0.49570616671779,0.186531290527021,2.65749604432175,0.00787235143032575,0.0232283489300659
"YJL177W",3448.04924416288,0.495853368776243,0.205532671542132,2.41252821293961,0.015842311294986,0.04167375017112
"YCR094W",337.661614428631,0.496175207709721,0.228312092883227,2.17323226923199,0.0297628402281004,0.0706153251136168
"YDR367W",379.280035967327,0.49666823307419,0.234409680015252,2.11880427908043,0.0341070109799259,0.0791608731151674
"YLR110C",28023.7942492918,0.496901916344879,0.19650113268853,2.52874835654259,0.0114470067014038,0.0317758154375874
"YPL143W",3331.95360838993,0.497346515867236,0.223117872621812,2.2290751969935,0.0258089018956639,0.0627678034475047
"YBL030C",2216.50038078005,0.498570066389459,0.175761861517297,2.83662258743427,0.00455934717575578,0.014499257275883
"YHR203C",9510.38115543189,0.503329352942081,0.168805584067366,2.98171032506374,0.00286643077307396,0.0098159008463326
"YMR143W",3660.34806151681,0.503372940032392,0.176990139737298,2.84407335221914,0.00445407926178684,0.0142091160295705
"YNL236W",466.819285658728,0.505291212322472,0.217329657487958,2.32499888953475,0.0200720195790231,0.0508628343293231
"YDR206W",670.401931734364,0.505757263197787,0.200095510756304,2.52757926095478,0.0114851896314943,0.0318655414367683
"YOR270C",3549.45255504767,0.505865972738045,0.176856772519411,2.86031439753048,0.00423221204277295,0.0136748479433151
"YHL015W",6685.81083857286,0.506770672998003,0.186674000553564,2.71473623265813,0.00663285755056242,0.0200497383879702
"YPR032W",338.261332745721,0.506947632639879,0.234943275072395,2.15774481088539,0.0309476778859185,0.0728543170318723
"YEL013W",515.847354707825,0.507169918560864,0.220674514997142,2.29827136390186,0.0215463492193327,0.0541322668732746
"YIL159W",225.797810750185,0.509956512850429,0.249172322062636,2.04660175989466,0.0406972019220015,0.0911121383498741
"YBR235W",308.460400675151,0.511053302662809,0.233850511047995,2.185384587669,0.0288606599604542,0.0687889263874685
"YGR198W",633.693163488471,0.512347707593549,0.209714780507358,2.44306913587129,0.014562947192882,0.0389429796545971
"YER171W",502.34202205274,0.513139660932567,0.248008266613217,2.06904256837873,0.0385420922900403,0.0872935851200496
"YOR232W",603.631942415518,0.514332996429013,0.202752422714794,2.53675388704238,0.011188558090064,0.0312819428759734
"YMR076C",250.991802118574,0.515020345416573,0.250895120186985,2.05273161563582,0.0400986140174024,0.0901804230879381
"YGR173W",566.008481966383,0.515984555483908,0.206819300628478,2.49485688190582,0.0126007942035805,0.0343991560637906
"YPR029C",589.123368836101,0.515998867491784,0.244596005477619,2.10959646084244,0.0348931294556248,0.0807098417608199
"YLR183C",305.813764399204,0.516958111248665,0.250143740784888,2.06664420075666,0.0387676926078657,0.0876585082750825
"YGR134W",297.490288344431,0.518419414236154,0.237050998170836,2.18695309547924,0.0287459482701221,0.0686463856791062
"YDL082W",4516.9270594303,0.519360759832024,0.172559664479609,3.00974599943892,0.00261466246916435,0.00906216348458618
"YER113C",467.055221098279,0.51953608380354,0.253807881079823,2.04696592396256,0.0406614304351551,0.0911121383498741
"YMR247C",452.792788686195,0.520823849310357,0.24440677358687,2.13097141976403,0.0330914967905581,0.0772655901876579
"YNL216W",619.079155216278,0.522286347679717,0.202263290739729,2.58221027537712,0.00981697506750609,0.0280381882442742
"YLL045C",14604.6966990722,0.522796964768014,0.167706620288983,3.11733051365031,0.00182496847238217,0.00663824652362156
"YOR168W",1924.07043658972,0.52335566873922,0.17654861976625,2.96437134106255,0.00303302042232717,0.0102891859367531
"YMR012W",1272.45673318861,0.523749783256517,0.181993657866349,2.87784634583885,0.0040040011240624,0.0130225826032604
"YEL058W",921.116684084394,0.524784240166889,0.191962872861523,2.73377988328741,0.00626118853292736,0.0190214208056195
"YAL003W",7563.31232063124,0.525885408429846,0.174517518986821,3.01336743430073,0.00258365891884371,0.00897186283567821
"YFL041W",292.893953254207,0.526683204116913,0.234467159439156,2.24629839580407,0.0246849012577272,0.0604668887565408
"YMR230W",1966.21869192805,0.527160964880871,0.204079251078144,2.58311887218273,0.00979115809487205,0.0279938578969055
"YJL054W",414.973006282811,0.527990324154528,0.232755379275182,2.2684344645384,0.0233027391570273,0.0575478181362009
"YBL092W",5601.17431961755,0.529183421567375,0.189789305528178,2.78826786417007,0.00529907089893678,0.0165042082178798
"YPR169W",693.842747271854,0.529285070173621,0.202152577395068,2.61824547079228,0.0088383200354097,0.0256334849880309
"YDL130W",3271.11452911006,0.529413182553231,0.213650047424664,2.47794554194943,0.0132141312307858,0.0358039091345358
"YDR310C",461.506008453003,0.529506132615307,0.210521216038083,2.51521505803729,0.0118959794402362,0.0327214649448683
"YMR235C",1564.31445960756,0.53062073835312,0.191578391975993,2.76973166378604,0.00561024915614315,0.0172950878180876
"YGL120C",1060.50470753235,0.530680532317134,0.200641451945093,2.64491971709993,0.00817103009598076,0.0239771164114724
"YJL128C",599.093243866676,0.531418974749862,0.228856596102413,2.32206099278018,0.0202296516653748,0.0512145464414843
"YFL025C",230.420796927592,0.532517527100546,0.256026358998259,2.07993243033295,0.0375317309407222,0.0856473155080351
"YJR042W",594.06468587909,0.533046650761295,0.211612316680543,2.51897743535411,0.0117696198998504,0.0324395301649198
"YLR451W",432.051031999797,0.533397207903501,0.212690640794019,2.50785462826298,0.0121466627924762,0.0333099103708955
"YBR263W",1612.44980398634,0.534294607825213,0.178864143682846,2.987153248404,0.00281588529753157,0.00966716177271253
"YLR426W",264.665605680569,0.535053230060592,0.241431341491371,2.21617138336497,0.0266797669336605,0.0645394006162126
"YGL201C",345.274011967075,0.53513670687127,0.229991013992755,2.326772240276,0.019977390624277,0.0506819837638212
"YDL004W",305.300711589675,0.536669905120623,0.23640609365342,2.27011874705481,0.0232003791656703,0.0573731977730402
"YML061C",343.171887320114,0.536841379534466,0.233382951678961,2.30025961910422,0.0214335159537084,0.053893516928309
"YHL011C",1299.49666077905,0.538309935152631,0.193785441171546,2.7778657256099,0.00547172244201526,0.0169159901305736
"YDR064W",10107.0428589978,0.53888376811702,0.187704257456353,2.87091926107391,0.00409280046704939,0.0132875516058594
"YER169W",309.459636068478,0.538982338376572,0.245805999038698,2.19271433766642,0.0283279670802771,0.0679125274916031
"YPL169C",762.935451607174,0.539481384242224,0.257538385832015,2.09476106833298,0.0361922375324845,0.0831488752436209
"YJR117W",845.261299493155,0.54095277207989,0.196050643227834,2.75925017726791,0.00579341643352319,0.017769091125493
"YOR141C",370.433415596997,0.540958676616747,0.237759035770972,2.27523919275077,0.0228915849421926,0.0567903462206403
"YBL045C",741.322382741896,0.541833495178225,0.236006115026468,2.29584515264555,0.0216847366944118,0.0543417502968716
"YNL287W",1096.72219453387,0.542649667996809,0.195137928477973,2.78085184274191,0.00542164739979544,0.0167898169476581
"YLR305C",538.179666713267,0.542990715016627,0.222220883673965,2.4434729357538,0.0145466606134849,0.038929498236285
"YLR115W",321.951689965447,0.543205051466139,0.239273478033966,2.27022675446306,0.023193828502382,0.0573731977730402
"YMR277W",555.516358853007,0.546401483354167,0.224655013394801,2.43218023536355,0.0150082369704101,0.0398704409599855
"YKR043C",783.098373036839,0.547514840933554,0.228594684685908,2.39513373500284,0.0166143041432631,0.0433615232755567
"YMR116C",22145.8618769372,0.547969507023378,0.191854171662196,2.85617718017728,0.00428775784633468,0.0138160463400336
"YGR185C",1947.38413687567,0.547986701353869,0.198964047622872,2.7541996049083,0.00588358730600473,0.0179949087570606
"YOL093W",229.565584857862,0.549519402202988,0.256887680152235,2.13914268631853,0.0324241142282401,0.0759682607381171
"YHL004W",323.094721989862,0.54989802612935,0.240426055673443,2.28718149781671,0.0221852315051319,0.0554426879250493
"YML099C",347.228124986114,0.550048253145647,0.241036522357102,2.28201206923628,0.0224886277072701,0.0559950354725892
"YBR079C",1978.36432913128,0.550209612532003,0.182749649914778,3.01072868149725,0.00260621615479911,0.00903865015930968
"YPR044C",2878.19071215606,0.550341284088329,0.222457155240921,2.47392035330268,0.0133639486260597,0.0361198571712291
"YDR381W",1077.00497821602,0.550422420232248,0.194323933418725,2.83249937642117,0.00461856562649986,0.0146447579457179
"YLR421C",275.164838503872,0.550718299269423,0.249448148402359,2.20774659101143,0.0272619430385098,0.0657429916822245
"YOR108W",892.667312761213,0.551036915180041,0.198838809683502,2.77127446124398,0.0055837339528314,0.0172231113077125
"YLR448W",3342.15388664691,0.551124780473897,0.171484284835254,3.21385006797192,0.00130968041225625,0.00495963933276427
"YMR260C",931.90350785635,0.552556996131113,0.235432535850292,2.34698655449422,0.0189259377309227,0.0484098068583057
"YLR006C",375.879870317822,0.553153586470249,0.218969405032216,2.52616837675961,0.0115314199265997,0.0319611934560904
"YNL312W",413.875638672893,0.553277126469539,0.231793817128947,2.38693651678272,0.0169894247159763,0.0441416586743809
