"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YNL074C",204.748940525583,-1.07802008980811,0.282413467227429,-3.81716955778167,0.000134991403269727,0.000693185317262302
"YOR238W",70.0037337289467,-1.07664155145153,0.457783213536172,-2.35185895772577,0.0186798564120515,0.0478930029084093
"YGL095C",279.985556572787,-1.07581828103222,0.256199832679884,-4.19913732877582,2.67933794539283e-05,0.000168053514960164
"YCL039W",232.164555617135,-1.07542086426968,0.273222961025258,-3.93605596042958,8.28316658459058e-05,0.000449988610259776
"YKL128C",369.242160023163,-1.06851212198877,0.229863531498541,-4.64846300334317,3.34417587302981e-06,2.57222466726112e-05
"YGL142C",280.564453392613,-1.06680388445862,0.249364011318952,-4.27809882755741,1.88496335174088e-05,0.000123054390237298
"YBR163W",193.319564689094,-1.06629851085206,0.274510935497525,-3.88435713469663,0.000102601001351404,0.000543805307357638
"YOR137C",138.771047275255,-1.06546317770327,0.296764697962061,-3.59026253803101,0.000330345062604343,0.00154023393049811
"YKL121W",155.435815439769,-1.06531102298535,0.288630022353783,-3.69092242829669,0.000223442277918544,0.0010897570469247
"YGL141W",283.759915011906,-1.06428870583713,0.241820825094639,-4.40114578808757,1.07680740921166e-05,7.38421020339596e-05
"YIL040W",128.434419811293,-1.06364989670363,0.331100939885344,-3.21246414181718,0.00131601575554904,0.0049801626156407
"YPR149W",991.928625606139,-1.06046775648254,0.215138967964871,-4.92922210473604,8.25576759520762e-07,7.38402371426629e-06
"YER014W",197.063447670847,-1.06029024754253,0.307501838278885,-3.44807775289107,0.000564591482779139,0.00242899405328557
"YML116W",440.729490608583,-1.0600555414941,0.230495395528002,-4.59903131281993,4.24459986609451e-06,3.20140555781164e-05
"YER124C",1162.09098285029,-1.05834840758295,0.197294498887649,-5.36430774071218,8.12602602870255e-08,9.03667270840173e-07
"YMR196W",308.152667368972,-1.05757227980978,0.237806449068738,-4.44719764308868,8.69977865299164e-06,6.07368396767511e-05
"YLL058W",157.053764102026,-1.05677611376747,0.286161378732251,-3.69293759503532,0.000221678435893525,0.00108309733547977
"YOR227W",254.18976359999,-1.05521326683749,0.247065965396227,-4.27097785461956,1.94617735374525e-05,0.00012643290516659
"YJL053W",287.178600757548,-1.05504098934758,0.251568138320825,-4.19385776112109,2.74249987830486e-05,0.000171422003887607
"YFR047C",228.947479656933,-1.05372331493392,0.255500559331965,-4.12415267382976,3.72102025417517e-05,0.000225333052808514
"YIL045W",139.051722624738,-1.05157393440945,0.298792258994601,-3.5194149204128,0.000432499728800818,0.00193574775738177
"YGR197C",124.084239952072,-1.04620545183252,0.309915163952819,-3.37578012798298,0.000736067172312683,0.00304854020033235
"YML120C",187.796207986974,-1.04581312712017,0.309971683964015,-3.37389891149405,0.000741115783547813,0.00306478146839012
"YKR049C",42.246253045451,-1.04537938502194,0.486789996616016,-2.14749561882748,0.0317538456098466,0.0745906749141883
"YPL005W",109.085695763328,-1.04503680089498,0.344552245117565,-3.03302856302215,0.00242112682551906,0.00845063393913521
"YFL010C",374.92257206268,-1.04468781537817,0.230328280587452,-4.53564717590778,5.74271148225531e-06,4.20874191920544e-05
"YIR031C",262.461868363052,-1.04118071475354,0.24380973117305,-4.2704641432648,1.95066582263275e-05,0.00012643290516659
"YBL102W",207.419491475528,-1.0403761485145,0.260112815841596,-3.99971122202635,6.34198227670418e-05,0.000358499996057353
"YGR028W",191.79042626672,-1.03865214096081,0.270438875247817,-3.8406169971275,0.000122725464039178,0.000637422228696323
"YMR178W",285.826045937228,-1.03860679416407,0.243244198831641,-4.26981115748186,1.95638541031974e-05,0.000126652665015699
"YBR203W",46.3917572050714,-1.03345724403306,0.464964420634005,-2.22265876305952,0.0262388185251597,0.0636142198572531
"YMR311C",135.798577354658,-1.03286128208754,0.313405293242494,-3.29560892670811,0.000982086225275376,0.00387279542643038
"YNL311C",301.226043269128,-1.03248753784582,0.24541819150857,-4.20705381088167,2.58721552255924e-05,0.000163406248683823
"YJR148W",1439.65520206471,-1.03128900336913,0.186014883555842,-5.54412089858143,2.95434663530167e-08,3.75367686980619e-07
"YJL057C",236.558316230107,-1.03093216461394,0.257895313292071,-3.99748313163951,6.40195515378108e-05,0.000361139337409352
"YCR075C",127.197241471119,-1.02916974623473,0.327759538097052,-3.14001463453975,0.0016893939504603,0.00618231783486078
"YDR285W",78.3894079418977,-1.02869295443696,0.367831327237428,-2.79664313032521,0.00516365337181491,0.0161379005953618
"YGL051W",125.187282638879,-1.02794295037485,0.309531270116947,-3.32096640829366,0.000897063335355092,0.00360017004993431
"YBR228W",101.583233049331,-1.02774117517809,0.336064925573176,-3.05816256613278,0.00222698728115565,0.0078689778004707
"YGL229C",53.5443800676902,-1.02562752011203,0.449523581284503,-2.2815878027607,0.0225136875066265,0.0560317769615721
"YHL009C",132.114259645592,-1.02303938406613,0.305462470283728,-3.34914918718453,0.000810601357948247,0.00331183334674873
"YGR250C",245.633283740082,-1.0220545727143,0.25028543415819,-4.08355594544235,4.43517453692004e-05,0.000262728530847181
"YDR019C",572.096149315466,-1.02046533388929,0.225975542366917,-4.51582203631735,6.30716169141592e-06,4.57311270372264e-05
"YER026C",566.839941951011,-1.01975408549751,0.208477473534538,-4.89143535849961,1.0010327037959e-06,8.8514078751904e-06
"YOR097C",65.866341978204,-1.01804511883547,0.407567433378692,-2.49785688320577,0.0124946626105647,0.0341437061689704
"YJR096W",200.642488324167,-1.01692584575198,0.282442110148158,-3.60047531587461,0.000317635984329617,0.00149034036478383
"YDL021W",71.3059323302269,-1.01653064572373,0.381656697909441,-2.66346863894141,0.00773396205698204,0.0229319987273001
"YKL058W",66.5302508653809,-1.01555480145038,0.398275434913478,-2.54988059123203,0.0107759820449197,0.0302904526729281
"YHR194W",169.192130501046,-1.01266915971529,0.295103757196896,-3.43156986320451,0.00060009853863511,0.0025675341094396
"YKR061W",321.609618706685,-1.01252907608344,0.23463117932358,-4.31540718076117,1.59308981025088e-05,0.000105008756219931
"YPL154C",1579.30986547121,-1.01217768386255,0.179309116235291,-5.6448757604402,1.65300574266778e-08,2.19245005576278e-07
"YDL234C",251.761974071618,-1.01215590639885,0.259441374985069,-3.90128947804529,9.56816505109149e-05,0.000511827034103732
"YJL045W",38.9112953146845,-1.01149132161061,0.491796789644336,-2.05672615785499,0.0397125745337018,0.0894231802543563
"YMR104C",187.221329303657,-1.00755422389006,0.268324390876089,-3.7549856000804,0.000173351444492425,0.000864974951016968
"YNL077W",44.1795695975132,-1.00638316983838,0.475410536072781,-2.11687182650978,0.0342707273398579,0.0794730129100842
"YGR006W",67.9033016132828,-1.00589669466234,0.413276858155964,-2.43395359505644,0.0149349096585702,0.0397144443634743
"YPL258C",109.903690356724,-1.00491386443285,0.352837266755408,-2.84809445916458,0.0043981868214776,0.0140607524604322
"YER162C",115.821224325803,-1.00294364824053,0.319002954544833,-3.14399485632217,0.00166658369091999,0.00611530506830155
"YGR016W",54.0850490329985,-1.00140836037981,0.428444847053999,-2.33730984808319,0.0194230788490426,0.049495174686548
"YGL249W",73.457415302805,-1.0011337023582,0.392467779192245,-2.5508685182225,0.0107454855277715,0.0302453158902804
"YPL014W",176.682317063293,-0.998002739802452,0.282100213559861,-3.53775960396669,0.000403537276075329,0.0018226210193502
"YIL049W",194.960581109285,-0.996285602432052,0.275491630704209,-3.61639153931956,0.000298738405024444,0.0014103353881475
"YBR294W",203.322666404377,-0.995983653636903,0.288173890047531,-3.45618977997149,0.000547869438357336,0.00237017820667239
"YJR130C",194.271487460417,-0.995265432577166,0.266456993249709,-3.73518225376228,0.000187579288332169,0.000933262735544678
"YJL036W",167.349824696929,-0.99474490112996,0.349989046859914,-2.84221723523855,0.00448009532136051,0.0142663213813487
"YLR392C",147.382582902268,-0.994648349766876,0.291282642318768,-3.41471891990863,0.000638478619747306,0.00270204591707134
"YDR425W",152.340305230552,-0.993668156396949,0.341069754552943,-2.91338690438676,0.00357531318326832,0.0117905112738709
"YOR111W",76.4698010972704,-0.992392374874143,0.369340018384238,-2.68693433009396,0.00721111285741863,0.0215461712739794
"YDL015C",931.920455301793,-0.987692495323324,0.210313372074233,-4.69628956819114,2.64929897629238e-06,2.12178024051222e-05
"YGR149W",427.144282547173,-0.984791759236636,0.247904354454128,-3.97246656439373,7.11322231231212e-05,0.000396735414711316
"YDR146C",200.552931219073,-0.983585414730065,0.26988715665686,-3.64443209122624,0.000267982879238784,0.00127832534850922
"YAL044W-A",51.787277015373,-0.983003235172059,0.488394758100304,-2.01272273886726,0.0441438058366921,0.0976226173810213
"YNL331C",118.007800627284,-0.978112446017728,0.325927014365094,-3.00101680102551,0.0026907971808788,0.00927872864275136
"YER027C",419.555033612627,-0.977335382998257,0.237790708575799,-4.11006548090888,3.9554693530405e-05,0.000237415478386691
"YMR118C",56.2491939924458,-0.977261211505134,0.457544022861956,-2.13588455465406,0.0326888248373212,0.0764567008453129
"YDR041W",148.982506050401,-0.977103742419487,0.325560579369407,-3.00129623897366,0.00268832890791189,0.00927609936625943
"YGR179C",135.466808871467,-0.976118675969864,0.32225431674408,-3.02903211920371,0.00245338597896153,0.00854130150678157
"YHR048W",152.485725556563,-0.975275250987984,0.296138987946328,-3.29330243799152,0.000990179013488163,0.00389905392856527
"YGR077C",364.84136339903,-0.974677092476546,0.247527112796888,-3.93765790528301,8.22807853359963e-05,0.000447616276326513
"YNL020C",288.59061073449,-0.972466656179934,0.240650534434657,-4.04099105146174,5.32257896350894e-05,0.000310559918493151
"YBR103W",198.750549319122,-0.971858095775175,0.270826287136646,-3.58849248368872,0.000332595580280246,0.00154850579243491
"YDR428C",156.587833566928,-0.97006831703657,0.300123089092788,-3.23223488059146,0.00122826051651707,0.00470703360734306
"YDR387C",320.904445076291,-0.968738962031211,0.240579559667735,-4.02668856560025,5.65678772550143e-05,0.000326556386956229
"YLR432W",2304.20559955127,-0.967229879464086,0.182912393836117,-5.28794063200927,1.2370110992674e-07,1.30618764229439e-06
"YNR007C",72.7747726279866,-0.966208314973761,0.376763144879293,-2.56449795609205,0.0103325187903079,0.0292952227224684
"YPR045C",314.03788429699,-0.966149769076936,0.282225018491444,-3.42333140499458,0.000618586108576519,0.00263833039877577
"YOL013C",241.263855577091,-0.965742792709559,0.26976407745411,-3.57995327555739,0.00034365565080352,0.00159046759920812
"YHR176W",82.889615972589,-0.965695871461282,0.361624452402946,-2.67043853103507,0.00757522401164158,0.0225350482359447
"YGR194C",229.210135990046,-0.965054523316491,0.261312639048559,-3.69310312287327,0.000221534134569571,0.00108309733547977
"YFR043C",79.486200823555,-0.964791450709399,0.363203691016391,-2.65633713140283,0.00789945983498577,0.0232956955437379
"YHR142W",575.002684588615,-0.964311213015321,0.217535052714303,-4.43290035781859,9.29738407346691e-06,6.44887431014197e-05
"YNL214W",71.8462813304401,-0.963809304362449,0.38038799558959,-2.53375320866415,0.0112848177254251,0.031486320569965
"YDL192W",1401.67261712311,-0.963041504984492,0.193744694496632,-4.97067291306517,6.67209269208068e-07,6.07752764816327e-06
"YKL043W",101.183070807425,-0.962888524076943,0.359343866488476,-2.67957411792312,0.00737158816198481,0.0219773554960929
"YNR067C",1066.45691594657,-0.961056684786267,0.206891842646254,-4.64521303737187,3.39725697662502e-06,2.60171775000161e-05
"YLR127C",233.263212661141,-0.959116306106837,0.253481431915955,-3.78377342615314,0.000154468453101746,0.000780421527935971
"YCR005C",7068.06498790658,-0.958132841843357,0.185770518017616,-5.15761516987589,2.50115007896875e-07,2.45953962557542e-06
"YNL130C",522.155359007611,-0.957551193230835,0.221761225675618,-4.31793786453676,1.57493750584443e-05,0.000103938230058034
"YHR134W",114.540478737628,-0.95533342605449,0.334733917253895,-2.85400844315956,0.0043171383943982,0.013883263506054
"YPL002C",107.168475165162,-0.954903114643015,0.327952094740383,-2.91171524731057,0.00359450153297113,0.0118466056583618
"YGR035C",63.0850114245814,-0.95296139195271,0.430680642290379,-2.21268684583737,0.0269192429044753,0.0650897478499497
"YNL101W",300.46452900624,-0.952470568434681,0.253344897914455,-3.75958062023532,0.000170198425439369,0.000853031371003954
"YPL222W",101.970292712533,-0.951961020991316,0.39402523423999,-2.41598998812219,0.0156924928264835,0.0413448527085354
"YPR091C",324.29451069205,-0.951396340422241,0.251034686597221,-3.78989992705165,0.000150707988355426,0.000764505634959708
"YHR132W-A",57.2299313947959,-0.951277397020793,0.424727705389341,-2.23973474051751,0.0251081487753709,0.0613378764781972
"YKR051W",179.039432539757,-0.950500648311421,0.303039314988326,-3.13655885985631,0.00170943120221338,0.00625143703943264
"YCR036W",332.564512344357,-0.94899534808256,0.247093837678268,-3.84062733817835,0.000122720293918129,0.000637422228696323
"YML070W",684.20969110756,-0.948612531087941,0.200087120683439,-4.74099746074489,2.12668598680638e-06,1.72610722332136e-05
"YHR175W",115.229144961814,-0.947702560089361,0.342433549620843,-2.76755172248367,0.00564790826215534,0.017391463833296
"YDR268W",182.158444645339,-0.946063000619552,0.288132756974797,-3.28342744001962,0.0010255304107572,0.00400922672444117
"YBL075C",165.844445909233,-0.945856914534494,0.284495752283211,-3.32467851257375,0.000885205438499548,0.0035713540580903
"YMR115W",220.839868981655,-0.945816319012511,0.298425304682858,-3.16935696863122,0.00152776632116728,0.00569040633870387
"YPR021C",179.898251851336,-0.945759448950775,0.272823661958931,-3.4665594698056,0.000527165103521231,0.00228531031601761
"YFR003C",60.527206112467,-0.944795127659318,0.424217890172273,-2.22714588315839,0.0259375255414432,0.0629760757428322
"YOR142W",547.126732017811,-0.943126916572205,0.225034056536133,-4.19104081884054,2.77677692945401e-05,0.000173365246181066
"YOR292C",195.852276126205,-0.941925047978545,0.264325844342257,-3.56349962797778,0.00036594321381953,0.00167937885830658
"YLR457C",67.0849258479211,-0.941895113107907,0.399061822578457,-2.36027367143778,0.018261457664298,0.0469531001316559
"YIL066C",50.999868934426,-0.941733107723894,0.444796865543179,-2.11722064761824,0.0342411258264795,0.0794382432783258
"YMR135C",337.793333063687,-0.939793534277094,0.240244104702102,-3.911827661463,9.16002705279285e-05,0.000492215682935647
"YPR167C",83.7379626132373,-0.939612399955769,0.360645724976943,-2.60536125865859,0.00917774349802005,0.0264346234863522
"YOR042W",364.751313587583,-0.939463222953696,0.228354468317932,-4.11405666757397,3.88765932237151e-05,0.000234380170676899
"YDR279W",175.016543588814,-0.938831918712039,0.274513390533228,-3.41998587714941,0.00062624386828197,0.00266472156159417
"YLL057C",82.6437215734796,-0.936207497944374,0.358388934254528,-2.61226675397148,0.00899440434750803,0.0260150381020762
"YKR054C",155.24961463873,-0.935517436914838,0.288452622104611,-3.24322736291702,0.00118183859121415,0.00454514728360858
"YER078C",267.687485426752,-0.932550057540225,0.258516691421662,-3.60731081777292,0.000309386963182329,0.00145666346821256
"YKR014C",259.1217630009,-0.932545597344037,0.245844280463167,-3.79323690421894,0.000148696167993939,0.000755710057524338
"YKL129C",303.732854837329,-0.931425814230377,0.23711062227338,-3.92823318204815,8.55722199276815e-05,0.000463949882319773
"YBR269C",54.673071502738,-0.92954159410942,0.427513929009876,-2.17429545807371,0.0296829533054675,0.0704565255674955
"YFR029W",141.414601835227,-0.927000372153199,0.302872271690927,-3.06069739226303,0.00220822149525816,0.00781790917396737
"YOL042W",159.543413070111,-0.926730785606056,0.293250116720945,-3.16020602470187,0.0015765761380625,0.00584020506729148
"YHL003C",643.997076429786,-0.923858794124403,0.204662944789377,-4.51405013777733,6.36011705696736e-06,4.59924422284422e-05
"YJR008W",116.351614021733,-0.922294242097969,0.328992535483143,-2.80338956853088,0.00505685466564836,0.0158314195001703
"YER088C-A",83.5795384160094,-0.921484990425137,0.366840525752423,-2.51194981398276,0.012006616207254,0.0329924097701098
"YNL275W",112.190700652205,-0.920600090245367,0.330215835647854,-2.78787384148078,0.00530552004446418,0.0165148357194025
"YGL082W",227.990276118288,-0.919478409865201,0.260569064923422,-3.52873204705026,0.000417555688920003,0.00187658498871651
"YMR053C",85.2797384286505,-0.919257364485807,0.355111726239859,-2.5886426624642,0.00963550251351729,0.0276068823332492
"YGR163W",232.036131903497,-0.918162912224338,0.259549206858376,-3.53752925442511,0.000403889440365226,0.00182269774000506
"YDR085C",184.130135522541,-0.916885799697132,0.269305812569825,-3.40462684762663,0.00066254521103411,0.00278648171508391
"YLR030W",114.980659820556,-0.916510475012532,0.321709534927072,-2.84887569533895,0.00438740185992761,0.0140510549554101
"YPR049C",156.897221166184,-0.916259194729829,0.289506970093079,-3.16489511266428,0.00155138865360263,0.00575866996470382
"YMR302C",243.700878587,-0.916116806939331,0.249909868996386,-3.66578883266342,0.000246577334103967,0.00118767718587898
"YFR008W",64.4419355036245,-0.914760142030605,0.401126695737224,-2.28047684622282,0.0225794224929355,0.0561439869760326
"YBR077C",194.241787341561,-0.912357860285255,0.281424678117947,-3.24192557094399,0.00118725024795258,0.00456273275502905
"YDR308C",83.0555105280191,-0.911584420671971,0.362614338436773,-2.51392271083874,0.0119396596903848,0.0328250098060225
"YOL053W",101.08374073464,-0.910391771840595,0.374552221508615,-2.4306137290382,0.0150732746413737,0.0399586759563237
"YLR121C",238.391770462903,-0.907813412917059,0.267039045762194,-3.39955308904711,0.000674960753001887,0.00283212698674712
"YDR005C",196.237329255754,-0.906980340944549,0.316522303241062,-2.86545476150474,0.00416410765241994,0.0134708015549433
"YPL140C",197.997615008458,-0.904139188672329,0.308948063286417,-2.92650867933788,0.00342789940869249,0.0113872431181856
"YPR138C",98.0547396628572,-0.901863505674855,0.340218363603622,-2.65083723324703,0.00802925254619884,0.0236399974803624
"YBR035C",343.63596830836,-0.90019103949812,0.227264632320993,-3.96098165519514,7.46422677631961e-05,0.000414611493458897
"YBL091C-A",58.2431060033846,-0.899777213702946,0.424362892187769,-2.12030135119548,0.0339806397983667,0.0789349505440061
"YGR086C",2464.14906730126,-0.899254451395284,0.19662099139892,-4.57354245341388,4.79546457121164e-06,3.58210663986935e-05
"YJL105W",106.429868219244,-0.897622730818425,0.376455917223811,-2.38440329863316,0.01710684330297,0.0443831173099003
"YDR513W",368.320961524938,-0.896665749944135,0.234029017880806,-3.83142978620205,0.00012740073363777,0.000658560066085733
"YHR083W",283.922811851147,-0.896381182334596,0.251980683733798,-3.55734086062552,0.000374627913974867,0.00171339495054275
"YNL008C",389.526742947059,-0.896238252657965,0.223769097916419,-4.00519223164909,6.19670672122641e-05,0.000353595919727484
"YDR263C",59.1200348003478,-0.895877568279514,0.434785800956599,-2.06050327841535,0.0393504527642203,0.0887547748369266
"YKR069W",204.818295826689,-0.895729330752399,0.261494657889673,-3.42542114619533,0.000613847091859221,0.00262429283453651
"YIL001W",243.488121903266,-0.894679194387471,0.248071596445942,-3.60653620650372,0.000310311577716429,0.00145975290624736
"YCR004C",530.431002264778,-0.893365183506124,0.209125489088013,-4.27190959553543,1.93806150733331e-05,0.000126066728192327
"YPL110C",258.030672109157,-0.893260796221482,0.251470293816297,-3.55215235432152,0.000382093553595502,0.00174168042284354
"YLR455W",162.078748273238,-0.893157671014691,0.29400744542683,-3.03787432906005,0.0023825329127415,0.00834270056631568
"YMR181C",65.7699072809371,-0.89304442671587,0.420235900449444,-2.12510265248818,0.0335780483051803,0.0782000831048737
"YPL049C",398.888368590054,-0.891881026710043,0.232949041168854,-3.82865292011896,0.000128846562722728,0.000663510992505868
"YGL224C",235.51986770218,-0.891488122812463,0.254727081712985,-3.4997775533618,0.000465646559909377,0.0020570154287467
"YKR058W",159.236860906717,-0.88994068447007,0.302284425214384,-2.94405073578936,0.00323946889432072,0.0108675088509044
"YDR076W",130.667948950135,-0.888723509884482,0.309646380896949,-2.87012400180531,0.0041031085651055,0.0133051308151722
"YMR150C",116.191632110453,-0.887059079356303,0.325170782463659,-2.72797904115337,0.00637236567062422,0.0193375694848518
"YMR026C",165.661156917134,-0.885776955845025,0.290092595502295,-3.05342835211393,0.00226242740030513,0.00797865123402028
"YDL179W",409.711845349256,-0.885762521622426,0.23379260031745,-3.78866790659634,0.000151457213264327,0.000767590238333095
"YDR475C",255.809478912701,-0.885613947182275,0.276848308229112,-3.19891406542158,0.00137946280949849,0.00518418711682985
"YOR307C",462.0457364712,-0.884196845933125,0.221011113283903,-4.00068952549602,6.31581792572616e-05,0.000357745568897247
"YPL206C",254.396843986331,-0.883968787334869,0.247956035124971,-3.56502227053819,0.000363825294080616,0.0016738425966247
"YPR079W",242.050819809029,-0.883789763248114,0.251050693412716,-3.52036376093654,0.000430955322867609,0.00193042425515161
"YIL146C",150.460645650345,-0.882046799432698,0.290805207303273,-3.03311899952615,0.00242040133816685,0.00845063393913521
"YPL159C",160.43356306632,-0.881596386123103,0.282655809328756,-3.1189749406414,0.00181481395484412,0.00661015290451594
"YMR155W",217.760897663518,-0.881401442883568,0.2597496598212,-3.39327275150345,0.000690628348626257,0.00288895150756122
"YPL066W",319.902813171427,-0.879049056085397,0.248706429121197,-3.53448465000085,0.000408571166008003,0.00184077050600789
"YFR030W",374.811008502003,-0.877766202014816,0.22169996108387,-3.95925284661079,7.51846056448067e-05,0.000416772564216574
"YBR211C",158.761355607556,-0.877553658758337,0.284757332731719,-3.08175965247263,0.0020578091803583,0.0073766422694716
"YDR391C",140.506084706438,-0.876847562951241,0.306850600319923,-2.85757160662888,0.00426896301239464,0.0137772230631466
"YML004C",524.437417418466,-0.876446101385677,0.215091544842501,-4.074758503536,4.60621218586277e-05,0.000271971572928575
"YER041W",217.261760627039,-0.876022551137559,0.256951983090511,-3.40928503684278,0.00065133386938919,0.00274570045096001
"YOR092W",233.994424031741,-0.873626848299635,0.255750520241451,-3.41593380719169,0.000635636958581416,0.00269625099903724
"YBR222C",263.704021448637,-0.873537615629424,0.263936387817756,-3.30965208265481,0.000934120036385585,0.00372415304828799
"YGL025C",188.626392301803,-0.872161896671666,0.286639545141897,-3.04271309194241,0.00234455752987576,0.00822561538546089
"YDR004W",242.602314839457,-0.871939856520804,0.247969903488269,-3.51631324711167,0.000437584379682542,0.0019552866530104
"YKL002W",139.076755811846,-0.870552260951352,0.296125204478868,-2.93981143038257,0.00328412048116777,0.0109962560989493
"YJR100C",181.592750672808,-0.868989122412994,0.270714432097801,-3.20998446842707,0.0013274214460444,0.00501634317136166
"YOL147C",100.212942893487,-0.866733564646245,0.34780040686235,-2.49204298656636,0.0127010664675027,0.0346207516041502
"YGL189C",4831.92842913731,-0.866130816277888,0.217384970080977,-3.98431784844762,6.76742429797145e-05,0.000379785896102877
"YPR198W",305.832487847841,-0.865182905751801,0.244443901689939,-3.53939247316232,0.000401049115466739,0.00181533128690476
"YDR126W",87.3209055974375,-0.864782717281674,0.349365394871391,-2.4752958649497,0.013312584116822,0.0360168320533722
"YLR077W",258.693393143792,-0.864290959200086,0.262918479533075,-3.28729635412089,0.00101154321236424,0.00396023901284142
"YDL076C",286.515812563747,-0.864043823600709,0.244131445402201,-3.53925657621539,0.000401255646719295,0.00181533128690476
"YMR038C",572.761384759189,-0.863984775807019,0.217467588100445,-3.97293584461863,7.09921749137044e-05,0.000396360828727643
"YGL091C",209.496881173475,-0.862935739486529,0.261198430827844,-3.30375545041191,0.000953990110778373,0.00378395202218293
"YGL085W",102.966974316287,-0.862383141303076,0.341220441132383,-2.52734900183924,0.0114927232574127,0.0318701831075015
"YOR087W",294.561404011628,-0.862371290366705,0.24320887557836,-3.5458051780222,0.000391415470513927,0.00177969676308924
"YHR028C",585.461770212735,-0.861981743040896,0.211430060267591,-4.07691196772092,4.56377612514877e-05,0.000269758854006076
"YOR162C",283.316907663646,-0.860398689715974,0.246551701009464,-3.48972927865928,0.000483510092135958,0.00211701117635696
"YPL060W",67.0868718890265,-0.858323690086918,0.413145071287095,-2.07753583363086,0.0377521315001698,0.0859698873944403
"YNR045W",110.565293886318,-0.858113453318148,0.33862732531086,-2.53409394097301,0.0112738503885214,0.0314718677683673
"YOR081C",213.425749043728,-0.857285561055637,0.257872438221643,-3.32445594793964,0.000885912280995197,0.0035713540580903
"YJL049W",124.364276613206,-0.856952136009837,0.30792360246014,-2.78300243684882,0.00538584016177769,0.0167170084473442
"YKR050W",114.695748563972,-0.855674234450772,0.319078487631846,-2.68170455740047,0.00732481171752556,0.02184987719139
"YKR066C",443.198177695617,-0.85375420944894,0.225042174615406,-3.79375204184725,0.000148387860383324,0.000754848629340054
"YNL078W",283.704638467536,-0.851718507965962,0.256383332261248,-3.32205101031327,0.000893583560890748,0.00358885332653168
"YBR288C",358.113625417962,-0.851655309526488,0.225448201883955,-3.77760967889582,0.000158340779937147,0.000798014051249495
"YBR169C",162.29271731859,-0.851588584426223,0.290641904497567,-2.9300268517658,0.00338932714590063,0.0112936035658135
"YDR423C",215.378417340688,-0.851488540283662,0.258081821820424,-3.29929684422383,0.000969273565906525,0.00383060294433116
"YDL176W",262.273586985427,-0.850825225868211,0.2426972471936,-3.50570612442714,0.000455397730942567,0.00202092382310686
"YLR288C",183.496773784522,-0.84983521079764,0.269722044715795,-3.15078143387615,0.00162834294011632,0.00599521253104439
"YDR288W",159.628579959037,-0.849338598227475,0.286357869966794,-2.9660040365783,0.00301696529727507,0.0102435235222531
"YOR011W",153.119651043019,-0.84876339816825,0.288829079109931,-2.93863554453671,0.00329660474286427,0.0110251762556555
"YBL050W",280.055127146197,-0.848385752709705,0.253546671142914,-3.34607332403707,0.00081964717955946,0.00334627729913239
"YLR116W",256.217759143221,-0.847152084464306,0.275402194754073,-3.07605422397157,0.00209759694924418,0.00749720062192499
"YBR287W",728.050311445653,-0.846571420030836,0.202881058038803,-4.17274746205691,3.00948451767476e-05,0.00018597246371722
"YGR062C",146.716290385855,-0.846276777450422,0.299878962458429,-2.82206117599108,0.00477160741173737,0.0150772812928691
"YML110C",509.24579821175,-0.844528433820889,0.209608253684489,-4.02908005279272,5.59955492526632e-05,0.000323940209399981
"YBR256C",204.394809843973,-0.843691624050869,0.28415843845026,-2.9690887543308,0.0029868431292572,0.0101706029661244
"YIL056W",401.398750009963,-0.843235287891454,0.230294887749331,-3.66154583860885,0.000250697993658458,0.00120538964590159
"YOL055C",158.485559870071,-0.841324689881978,0.284767730864255,-2.95442425069934,0.00313253044161144,0.0105871352029105
"YKL124W",117.903120541931,-0.84111282142256,0.313263609284704,-2.68500009734016,0.00725297850804859,0.0216593614095377
"YPL269W",196.224065367143,-0.841026429660577,0.295181977713405,-2.84917946608901,0.00438321478282286,0.0140502349772493
"YOL116W",150.208323794978,-0.837529205684467,0.305368659667697,-2.74268226017649,0.00609396206492169,0.0185548520207414
"YGL059W",179.485342067074,-0.834155982833072,0.270185021307956,-3.08735095230281,0.00201949017109412,0.00725362453791929
"YJL048C",201.730617345603,-0.833920720085923,0.260649150987468,-3.19939933403435,0.00137714271127698,0.00517904707048701
"YDL010W",111.232724419233,-0.833252589663188,0.322795743176077,-2.58136176600281,0.00984113946620169,0.0280924495628371
"YER157W",354.376107111373,-0.832273174022109,0.225615757506439,-3.68889648143639,0.000225228829673109,0.00109650346979621
"YKR067W",166.465742851777,-0.830596592917301,0.284372741069095,-2.92080242921556,0.00349131155043699,0.0115625774733717
"YLL039C",917.805214532725,-0.829679005746682,0.194716588522243,-4.26095697363712,2.03553422093243e-05,0.000129920599688152
"YER170W",85.2432566939012,-0.828938377322119,0.352007713229464,-2.35488697027999,0.0185283406002374,0.0475718206723754
"YHR156C",92.8722012421383,-0.82858779970721,0.349537933959441,-2.37052325142872,0.0177629266375716,0.0458882636841397
"YDR329C",227.740065571589,-0.827953854782987,0.257221382846236,-3.21883758504607,0.00128711365258798,0.00489121176993251
"YNL042W",146.257163320253,-0.827938791886438,0.292922699391775,-2.82647535887649,0.004706336485255,0.0148883407834885
"YDR436W",190.790920899496,-0.8278207195127,0.269161600659493,-3.07555281839756,0.00210112709933282,0.00750225158645561
