GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YPL216W,64.29445412,2.951722086,0.885847213,13.73101763,0.000210942,0.009848471
YER190W,150.3508158,2.972054305,1.419099323,7.692672298,0.005544547,0.093075757
YCR021C,25.10463058,2.977088437,1.191727976,8.4899694,0.003571098,0.070106973
YBR092C,203.5727708,3.001235923,0.64030936,30.23485746,3.83E-08,9.05E-06
YFL021W,46.21000015,3.022196781,1.130095262,10.93629256,0.000942987,0.028488677
YJR096W,48.22034208,3.055319428,0.974270708,13.27749873,0.000268611,0.011323292
YBR072W,20.05776057,3.275975916,1.090305341,10.95315622,0.000934443,0.028388276
YGR008C,74.20887683,3.312123248,0.654316412,28.32720533,1.02E-07,2.06E-05
YMR170C,57.30674986,3.60391282,0.854333523,24.79544566,6.37E-07,8.89E-05
YGL156W,40.80204733,3.860997862,0.91170608,22.57030423,2.03E-06,0.000234403
YFL054C,20.96714668,4.126015945,1.602805258,8.739353939,0.003114148,0.064146738
YLL019C,51.32706148,4.315358673,0.63891471,49.12717019,2.40E-12,2.17E-09
YBR148W,11.48332281,4.333851564,1.669730746,8.686405414,0.003205923,0.065293592
YBR132C,44.0591877,4.364340592,1.149859912,23.56628923,1.21E-06,0.000156256
YCR098C,19.66968775,4.371769579,1.67902519,7.522018235,0.006094936,0.099832107
YBR033W,28.76466127,4.379401218,1.583905641,10.11468086,0.001470929,0.036861346
YDR285W,17.36900583,4.444083104,1.620894266,8.797872348,0.00301582,0.062595541
YNL142W,24.32003352,4.450660148,1.555816941,11.96446299,0.000542248,0.019147705
YOL159C-A,6.627734965,4.940446498,1.743782838,9.004498391,0.002693159,0.059054026
YMR303C,522.9110331,5.214160618,1.115182953,19.72940323,8.92E-06,0.000822318
YGL125W,27.14440796,6.569253199,1.586109807,25.25221201,5.03E-07,7.39E-05
YNL014W,39.01842064,6.849553305,1.599356953,27.06714128,1.97E-07,3.68E-05
YEL050W-A,4.328366813,8.838228583,2.352279195,11.19415686,0.000820553,0.025644644
