GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YDL078C,66.35310468,-2.060225557,0.401366734,-5.13302519,2.85E-07,1.78E-05
YBR085C-A,48.50026207,-2.053376618,0.463562273,-4.429559385,9.44E-06,0.000359942
YLR367W,76.58185037,-2.03455802,0.408734818,-4.977696862,6.43E-07,3.64E-05
YIL123W,613.2493715,-2.025303421,0.344044883,-5.886741879,3.94E-09,3.94E-07
YNL055C,470.7752766,-1.990248721,0.269191846,-7.393421277,1.43E-13,2.75E-11
YMR297W,302.4562471,-1.98938378,0.292185616,-6.808630092,9.85E-12,1.56E-09
YHR016C,17.54687165,-1.954665232,0.674331789,-2.898669859,0.003747493,0.044224096
YER124C,95.56951592,-1.941737777,0.357738151,-5.42781856,5.70E-08,4.49E-06
YBR115C,59.62021919,-1.941011361,0.433096629,-4.481705077,7.40E-06,0.000303981
YJL060W,58.14403001,-1.9245638,0.41668615,-4.618737146,3.86E-06,0.000167059
YHL021C,70.21815995,-1.92059181,0.401841864,-4.779471683,1.76E-06,8.79E-05
YHR104W,44.71820563,-1.915585809,0.469388173,-4.081027006,4.48E-05,0.001340329
YFL004W,174.8393235,-1.902731061,0.307663065,-6.184463703,6.23E-10,7.67E-08
YOR153W,984.192561,-1.897503589,0.252145781,-7.525422734,5.26E-14,1.10E-11
YBL003C,315.4201988,-1.895620534,0.654612216,-2.895791566,0.003782035,0.04452234
YKL197C,17.6422171,-1.88395308,0.708768376,-2.658065941,0.007859051,0.076256614
YAL044C,110.864411,-1.870821671,0.345734853,-5.411145721,6.26E-08,4.85E-06
YDR100W,28.1636697,-1.865428205,0.570835016,-3.267893789,0.00108351,0.017530826
YBR230C,20.43455464,-1.864444125,0.646672606,-2.883134538,0.003937392,0.045864224
YDL131W,86.77840276,-1.845824015,0.362855625,-5.086937855,3.64E-07,2.24E-05
YNR050C,71.19402765,-1.829797714,0.405327399,-4.51436967,6.35E-06,0.000265232
YMR062C,33.84245484,-1.821630016,0.522256641,-3.487997804,0.000486652,0.009540367
YER088C,48.69878757,-1.812911764,0.44311228,-4.091314653,4.29E-05,0.001295706
YDL022W,284.4458517,-1.782385274,0.335908966,-5.306155699,1.12E-07,8.15E-06
YBR177C,77.51849878,-1.77614196,0.375001806,-4.736355752,2.18E-06,0.000103476
YPR036W-A,122.3058809,-1.749478864,0.332208044,-5.266214631,1.39E-07,9.42E-06
YNL115C,18.85028421,-1.734217064,0.652025493,-2.659738127,0.007820143,0.076032684
YMR038C,105.5778716,-1.731208459,0.340829733,-5.079393883,3.79E-07,2.30E-05
YJR137C,51.64895112,-1.729140125,0.430690627,-4.014807883,5.95E-05,0.001680887
YDR122W,35.81687255,-1.724240805,0.49246311,-3.501258815,0.000463066,0.009190519
YOR043W,26.64089468,-1.720560648,0.56903099,-3.023667741,0.002497305,0.033504352
YOR321W,32.44562217,-1.718323417,0.523767244,-3.280700417,0.001035497,0.017149967
YLR299W,27.13395616,-1.711710019,0.553758152,-3.091078684,0.001994308,0.028007779
YPL250C,22.84480571,-1.70182536,0.590349721,-2.882741023,0.003942314,0.045864224
YJL172W,190.2797678,-1.693063792,0.303818808,-5.572610205,2.51E-08,2.11E-06
YOL126C,43.9863077,-1.667799083,0.455090692,-3.664762021,0.000247569,0.005689341
YFR030W,37.32089742,-1.66703184,0.505852993,-3.295486759,0.000982513,0.016442549
YLR432W,545.2144601,-1.65413621,0.254819334,-6.491407779,8.50E-11,1.10E-08
YKL100C,39.78898108,-1.652831323,0.484654987,-3.410325627,0.000648854,0.011894824
YDR516C,74.09492065,-1.650647213,0.383907984,-4.299590743,1.71E-05,0.000604152
YDR043C,28.00749616,-1.629054867,0.551127995,-2.955855776,0.003118029,0.038498435
YJL200C,59.7190681,-1.62587705,0.417106452,-3.89799065,9.70E-05,0.002545699
YDL046W,104.0984098,-1.616474535,0.363402643,-4.448163951,8.66E-06,0.000340963
YER014W,24.54777907,-1.608327167,0.569490625,-2.824150385,0.004740614,0.052463519
YDR225W,396.3983814,-1.599889921,0.361997378,-4.419617434,9.89E-06,0.000371016
YPL206C,27.57244555,-1.591102801,0.570785056,-2.787569129,0.005310512,0.057969069
YOR347C,32.1782726,-1.585933682,0.521470136,-3.041274219,0.002355792,0.03214451
YAL005C,1921.940299,-1.576308827,0.270669018,-5.823750491,5.75E-09,5.53E-07
YGR136W,57.65277028,-1.570162615,0.437592104,-3.588187722,0.000332985,0.007014582
YHR037W,65.40698037,-1.567525455,0.395298713,-3.965420082,7.33E-05,0.001965924
YEL021W,56.50905061,-1.56495824,0.424523337,-3.686389192,0.000227458,0.005303314
YPR098C,30.3846669,-1.558668172,0.554578623,-2.810544993,0.004945767,0.054482845
YHR161C,24.52867446,-1.554897649,0.572260356,-2.717115792,0.006585356,0.066813265
YNL098C,86.92962336,-1.546680094,0.361351469,-4.280265137,1.87E-05,0.000640414
YBR093C,366.9240601,-1.536354124,0.282222995,-5.443759556,5.22E-08,4.18E-06
YPR154W,35.07945904,-1.531232853,0.491517952,-3.115314193,0.001837491,0.026423557
YGL037C,158.9224529,-1.526220132,0.306443388,-4.980430952,6.34E-07,3.63E-05
YCR004C,186.8953276,-1.524180787,0.33599034,-4.536382757,5.72E-06,0.000241108
YOR316C,27.52561128,-1.522069993,0.567007379,-2.684391859,0.007266189,0.072255701
YAL022C,40.14165088,-1.518950844,0.465974975,-3.259726217,0.001115198,0.017795004
YJL055W,24.8579036,-1.518759907,0.584767726,-2.597202001,0.009398663,0.086313155
YGR130C,68.14695067,-1.494327648,0.395975729,-3.773785961,0.000160789,0.00400139
YDR234W,66.06664953,-1.492759579,0.405122937,-3.684707637,0.000228965,0.005312659
YNR067C,146.9575173,-1.488646914,0.316827593,-4.698602474,2.62E-06,0.000120794
YER062C,82.69331419,-1.486303024,0.370908012,-4.007201179,6.14E-05,0.001708569
YLR231C,28.78345925,-1.470590274,0.541315477,-2.716697264,0.006593689,0.066813265
YJR104C,475.8073779,-1.469090319,0.355358169,-4.134111572,3.56E-05,0.001104164
YDL179W,34.40598972,-1.467120106,0.507326698,-2.891864573,0.00382963,0.044972401
YCR061W,60.7490362,-1.459601011,0.411535259,-3.546721647,0.000390056,0.007961478
YFL010C,96.87686915,-1.456372655,0.358008792,-4.067980138,4.74E-05,0.001405987
YKL142W,51.9681374,-1.455852301,0.440794535,-3.302791177,0.000957276,0.016189432
YNL212W,43.98419933,-1.45469684,0.453433208,-3.208183291,0.001335763,0.020695715
YBR139W,65.87585644,-1.452413644,0.398153604,-3.647872656,0.000264421,0.006019016
YGL028C,104.2823994,-1.4428733,0.356010365,-4.052896891,5.06E-05,0.001490618
YFR053C,139.0035357,-1.441224791,0.339835981,-4.240942317,2.23E-05,0.000737288
YOL130W,32.27253013,-1.425583761,0.515240069,-2.766834036,0.005660356,0.060189943
YDR497C,150.4815871,-1.41615839,0.318254637,-4.449765138,8.60E-06,0.000340963
YJR109C,156.5916186,-1.396838213,0.360195706,-3.877997955,0.00010532,0.002693859
YIL124W,61.77360925,-1.389990217,0.398961673,-3.484019423,0.000493944,0.009637379
YPL154C,368.5515143,-1.386392581,0.262736007,-5.276751362,1.31E-07,9.15E-06
YDR178W,42.12561441,-1.383020612,0.484629453,-2.853769213,0.00432039,0.049172596
YKR066C,125.6633157,-1.37316717,0.404343134,-3.396044234,0.000683673,0.012344669
YGR192C,26596.39276,-1.370370674,0.263502454,-5.200599287,1.99E-07,1.29E-05
YBR126C,143.2717567,-1.361106752,0.350411758,-3.884306733,0.000102622,0.002649972
YFR047C,42.6372472,-1.359322647,0.455485436,-2.98433833,0.002841923,0.035976899
YGL189C,1085.386638,-1.355867003,0.263985006,-5.136151569,2.80E-07,1.77E-05
YDR032C,164.6600548,-1.354845615,0.31347317,-4.322046492,1.55E-05,0.000549992
YDL237W,46.84869996,-1.337878066,0.466683975,-2.866775245,0.004146774,0.047648218
YOR124C,39.92159494,-1.33515839,0.486052543,-2.746942505,0.006015368,0.062401321
YPL091W,158.9819257,-1.330320926,0.30971058,-4.295368031,1.74E-05,0.000607001
YKL164C,666.1361509,-1.320612396,0.327024947,-4.038261941,5.38E-05,0.001562228
YBR010W,520.6897455,-1.311520412,0.348783677,-3.760268892,0.000169731,0.004159271
YBR162C,452.1983531,-1.30921932,0.314174841,-4.167167918,3.08E-05,0.00098098
YGR161C,32.53382423,-1.308965651,0.508959011,-2.571848856,0.010115704,0.090814445
YNL066W,133.9277954,-1.304918647,0.34759447,-3.754140987,0.000173937,0.004230426
YMR086W,37.58546032,-1.296490036,0.490960649,-2.640720879,0.008272985,0.07881553
YGR260W,74.40893727,-1.29411122,0.37509044,-3.450131174,0.000560314,0.010557337
YLR354C,450.4742472,-1.293873235,0.281419788,-4.597662606,4.27E-06,0.000183225
YDL125C,104.7670838,-1.286866234,0.367142377,-3.505087712,0.000456457,0.009096939
YJL151C,45.54393389,-1.280387559,0.445436764,-2.874454158,0.004047265,0.046840999
YCR088W,294.5826026,-1.273357465,0.297494424,-4.28027338,1.87E-05,0.000640414
YJR044C,41.68106955,-1.268389765,0.456415447,-2.77902462,0.005452239,0.058979967
YOL151W,110.8526115,-1.261452242,0.339404743,-3.716660618,0.000201873,0.004847988
YLR459W,39.11919535,-1.257410432,0.479695316,-2.621268939,0.008760312,0.081859495
YBL050W,54.31434135,-1.253498667,0.487917787,-2.56907762,0.010196961,0.091373145
YGR037C,74.37317442,-1.249502599,0.403493187,-3.096713003,0.001956792,0.027885233
YCR069W,57.91699031,-1.246188084,0.413480393,-3.013898856,0.002579138,0.034000816
YBR035C,67.15541631,-1.245794746,0.39082002,-3.187643115,0.001434375,0.022010546
YKL215C,57.72827242,-1.231632965,0.408032919,-3.018464707,0.00254059,0.03380181
YLL026W,314.6907007,-1.224869913,0.27798706,-4.406211974,1.05E-05,0.000388651
YBR056W,43.38747323,-1.220852033,0.462572102,-2.63926862,0.008308512,0.078865182
YER026C,104.9576975,-1.20931433,0.370322496,-3.265570805,0.001092437,0.017530826
YPR149W,404.1828848,-1.206105593,0.258219311,-4.670857444,3.00E-06,0.000135909
YIL051C,261.2919512,-1.198981512,0.291475078,-4.113495806,3.90E-05,0.001199864
YEL071W,411.5704825,-1.194350675,0.269185595,-4.43690411,9.13E-06,0.000355172
YDR297W,70.26913003,-1.191396723,0.406427972,-2.931384659,0.003374547,0.040826063
YKL157W,212.1078298,-1.189226719,0.294876815,-4.032961082,5.51E-05,0.001584081
YGL213C,46.89707934,-1.186497028,0.45905329,-2.584660764,0.009747485,0.08816793
YDR510W,69.60035913,-1.185366615,0.427671926,-2.771672732,0.005576907,0.059923684
YMR027W,80.87231066,-1.176751012,0.362778095,-3.243721236,0.001179791,0.018701447
YHR009C,55.51568098,-1.167612078,0.412494165,-2.830614774,0.004645864,0.05189322
YBR222C,70.2364484,-1.167589954,0.38858584,-3.004715647,0.002658292,0.034507509
YOR142W,117.4620591,-1.163463573,0.333247926,-3.491285263,0.000480703,0.009462357
YCR011C,108.757559,-1.15010055,0.333847876,-3.444983875,0.000571093,0.010673003
YOR099W,195.4265295,-1.137423522,0.315176115,-3.608850635,0.000307557,0.006654029
YPR091C,44.05328049,-1.13699425,0.448939575,-2.53262201,0.011321296,0.097975109
YML070W,126.075366,-1.131260472,0.345484138,-3.274420874,0.001058788,0.017356171
YOR176W,74.49435985,-1.127016706,0.380267677,-2.963745736,0.003039193,0.037718976
YOR136W,327.3985399,-1.12632518,0.282416114,-3.988176039,6.66E-05,0.001817042
YDL128W,58.03953947,-1.126286885,0.409973151,-2.747221088,0.00601026,0.062401321
YPL004C,328.7487884,-1.125565792,0.30298403,-3.714934381,0.000203256,0.004856919
YGR086C,572.3350713,-1.120242956,0.278690793,-4.019662599,5.83E-05,0.001666228
YKL210W,560.8732718,-1.104386707,0.276809401,-3.989700873,6.62E-05,0.001817042
YJL130C,1061.494578,-1.088310816,0.307754882,-3.536290989,0.000405787,0.008167466
YDR033W,998.7532711,-1.060470406,0.255780215,-4.146022035,3.38E-05,0.001062001
YMR295C,108.2770412,-1.057048346,0.344945075,-3.064396109,0.002181099,0.029930912
YNL037C,226.3853854,-1.056261373,0.281408511,-3.753480553,0.000174396,0.004230426
YLR027C,284.2099784,-1.053899389,0.291223993,-3.618861816,0.000295902,0.006583158
YDR513W,110.6124956,-1.053160646,0.334110085,-3.152136654,0.001620804,0.024403516
YHL003C,67.60258341,-1.033842653,0.385842519,-2.679442002,0.007374498,0.073072038
YDR055W,178.3694072,-1.032852676,0.325619846,-3.171958613,0.001514146,0.023087119
YFR024C-A,96.02683695,-1.02851104,0.358300785,-2.870524104,0.00409792,0.047199778
YKL035W,299.646779,-1.028450271,0.284407646,-3.616113296,0.00029906,0.006583158
YNL327W,283.8248778,-1.009528084,0.288974345,-3.493486881,0.000476756,0.009423296
YEL027W,688.4719602,-0.993343643,0.317836241,-3.125331582,0.001776047,0.025771467
YGL026C,422.6641638,-0.984777172,0.282728797,-3.483115915,0.000495614,0.009637379
YLR043C,157.6231469,-0.983855798,0.307650852,-3.197962212,0.001384024,0.021305987
YDR388W,143.4925393,-0.964140804,0.332031632,-2.903761904,0.003687084,0.043805979
YML035C,102.1976957,-0.947640013,0.345213432,-2.745084419,0.006049533,0.062620493
YPL262W,169.2791233,-0.942039064,0.330623829,-2.849277584,0.004381863,0.049637001
YGL077C,78.91249117,-0.941079196,0.367136019,-2.563298474,0.010368287,0.092578485
YOR086C,118.713436,-0.931621691,0.328152072,-2.838993782,0.004525604,0.050786158
YER177W,838.2246698,-0.930470853,0.269698747,-3.450037731,0.000560508,0.010557337
YCR012W,11992.49495,-0.929485395,0.280669278,-3.311674872,0.000927393,0.015795272
YLR420W,113.3738037,-0.926380521,0.357970945,-2.58786512,0.009657279,0.087516811
YLR113W,88.48273309,-0.922156134,0.352802995,-2.613799055,0.008954168,0.082864875
YOL004W,158.3869086,-0.921674439,0.30617436,-3.010292699,0.00260996,0.034064239
YPL135W,106.2820584,-0.920957371,0.350348406,-2.628690057,0.008571444,0.080564867
YNL071W,361.9343846,-0.905730934,0.300790331,-3.011170376,0.002602428,0.034058477
YIL053W,1286.130936,-0.901609542,0.251129572,-3.590216535,0.000330403,0.006997355
YOR323C,194.3049433,-0.895143093,0.297251514,-3.011399609,0.002600464,0.034058477
YOR247W,267.6677501,-0.894559197,0.322083067,-2.777417657,0.005479272,0.0591392
YDR074W,117.7270509,-0.885464903,0.326451435,-2.712393966,0.006679915,0.067402587
YFL018C,196.7246894,-0.876603812,0.291918057,-3.002910548,0.00267411,0.034619276
YOR209C,116.8639799,-0.874359245,0.32819421,-2.664151953,0.007718269,0.075500704
YER090W,123.7501406,-0.872427802,0.33624437,-2.594624266,0.009469438,0.086631826
YDR353W,352.0803573,-0.864270812,0.297301554,-2.907051112,0.003648536,0.043483666
YJL174W,120.2724008,-0.863010093,0.326321741,-2.644660116,0.008177301,0.078238199
YGL200C,161.9093321,-0.860786756,0.304559535,-2.8263333,0.004708424,0.052227627
YHR174W,32634.0551,-0.86007562,0.297525275,-2.890764895,0.003843055,0.045019984
YIL125W,176.8821995,-0.859498925,0.309258051,-2.779228941,0.005448811,0.058979967
YBR196C,3180.65222,-0.853826945,0.262463598,-3.253125201,0.001141432,0.018153303
YGR209C,195.1978043,-0.853165024,0.31296641,-2.726059396,0.006409546,0.065500108
YGL012W,306.1775856,-0.848912755,0.280389588,-3.027618688,0.002464889,0.033348906
YJR139C,716.6850451,-0.846204749,0.275498395,-3.071541478,0.002129566,0.029476381
YML086C,142.4454619,-0.84551763,0.326147418,-2.59244005,0.009529779,0.086852994
YER055C,253.5997432,-0.84148542,0.322966713,-2.605486524,0.009174388,0.08473959
YNL322C,188.9046575,-0.831584234,0.327632494,-2.538161657,0.01114365,0.097137839
YGL253W,1308.555573,-0.827514887,0.243443305,-3.399209878,0.000675808,0.012248708
YJL078C,204.4513105,-0.824573158,0.322868457,-2.553898162,0.010652441,0.094572409
YJL020C,148.3185121,-0.816783675,0.321005824,-2.544451267,0.010944958,0.09645621
YBR221C,348.2794141,-0.816169717,0.270174382,-3.020899726,0.002520248,0.033717971
YJR148W,300.6091213,-0.814426257,0.275057729,-2.960928457,0.003067132,0.037967613
YER086W,221.2860816,-0.799217263,0.290669741,-2.749571594,0.005967323,0.062171475
YKL216W,339.5602574,-0.798801912,0.280765371,-2.845087014,0.004439929,0.050176424
YML078W,145.8349766,-0.789037901,0.310624529,-2.540166107,0.011079983,0.096893127
YER125W,170.7357007,-0.785133741,0.305172211,-2.572756342,0.010089221,0.090746308
YGR124W,703.9954613,-0.781129599,0.249009801,-3.13694319,0.001707192,0.025229672
YDL066W,362.7133727,-0.773842016,0.283733368,-2.727356398,0.006384404,0.065382287
YER178W,477.0399108,-0.772295825,0.259881075,-2.971727839,0.002961291,0.036943062
YDR170C,237.2912319,-0.772059129,0.303780544,-2.541502883,0.011037704,0.096741041
YER091C,405.5247707,-0.733860751,0.270375115,-2.714231863,0.006642965,0.067170868
YGR204W,438.3777243,-0.732472657,0.259014675,-2.82791953,0.004685158,0.052089849
YDR135C,213.7822519,-0.730742501,0.285085441,-2.563240331,0.010370024,0.092578485
YKR001C,253.9990162,-0.70778887,0.278437577,-2.542001975,0.011021955,0.096741041
YDR158W,450.6224674,-0.702495432,0.264503003,-2.655907205,0.007909538,0.076437644
YBR286W,777.5643468,-0.656470167,0.250011632,-2.625758499,0.008645613,0.080945187
